color_square,position,position_x,corr_resp,type,training_loop.thisRepN,training_loop.thisTrialN,training_loop.thisN,training_loop.thisIndex,trials_loop_1.thisRepN,trials_loop_1.thisTrialN,trials_loop_1.thisN,trials_loop_1.thisIndex,trials_loop_2.thisRepN,trials_loop_2.thisTrialN,trials_loop_2.thisN,trials_loop_2.thisIndex,trials_loop_3.thisRepN,trials_loop_3.thisTrialN,trials_loop_3.thisN,trials_loop_3.thisIndex,key_start_training.started,start_image_training.started,key_start_training.keys,key_start_training.rt,plus_image.started,text_blank_250.started,square_training.started,key_resp_training.started,key_resp_training.keys,key_resp_training.corr,key_resp_training.rt,text_feedback_component.started,text_blank_500.started,text_feedback_component.stopped,text_blank_500.stopped,plus_image.stopped,text_blank_250.stopped,key_start_trial.started,start_image_trial.started,key_start_trial.keys,key_start_trial.rt,square_trial.started,key_resp_trial.started,key_resp_trial.keys,key_resp_trial.corr,key_resp_trial.rt,key_start_trial_2.started,start_image_trial_2.started,key_start_trial_2.keys,key_start_trial_2.rt,key_finish.started,text_finish.started,key_finish.keys,key_finish.rt,participant,session,bilingual,date,expName,psychopyVersion,frameRate,
red,right,0.5,right,congruent,,,,,5,4,34,3,,,,,,,,,,,,,200.73168259998783,201.5312521001324,,,,,,,202.4970805000048,,202.74686640012078,201.5312521001324,201.78098470019177,,,,,201.78098470019177,201.78098470019177,right,1,0.6877319999039173,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
blue,center,0.0,left,neutral,,,,,5,5,35,2,,,,,,,,,,,,,202.74686640012078,203.54620780004188,,,,,,,204.34546790015884,,204.59491010010242,203.54620780004188,203.79580250009894,,,,,203.79580250009894,203.79580250009894,right,0,0.5201093999203295,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
blue,left,-0.5,left,congruent,,,,,6,0,36,0,,,,,,,,,,,,,204.59491010010242,205.3949478000868,,,,,,,206.12716250005178,,206.37692120019346,205.3949478000868,205.6443046000786,,,,,205.6443046000786,205.6443046000786,left,1,0.4637849999126047,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
red,left,-0.5,right,incongruent,,,,,6,1,37,4,,,,,,,,,,,,,206.37692120019346,207.17635080008768,,,,,,,208.20890270010568,,208.45874150004238,207.17635080008768,207.42627510009333,,,,,207.42627510009333,207.42627510009333,right,1,0.7544259999413043,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
blue,left,-0.5,left,congruent,,,,,6,2,38,0,,,,,,,,,,,,,208.45874150004238,209.27446480002254,,,,,,,209.9072831000667,,210.1573491001036,,,,,,,209.52462080004625,209.52462080004625,left,1,0.35128069994971156,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
blue,right,0.5,left,incongruent,,,,,6,3,39,1,,,,,,,,,,,,,210.1573491001036,210.97295960015617,,,,,,,211.8889429999981,,212.13859690004028,,,,,,,211.22257910016924,211.22257910016924,left,1,0.6378091999795288,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
red,center,0.0,right,neutral,,,,,6,4,40,5,,,,,,,,,,,,,212.13859690004028,212.9379010000266,,,,,,,213.68734290008433,,213.93723809998482,212.9379010000266,213.18766260007396,,,,,213.18766260007396,213.18766260007396,right,1,0.4732425999827683,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
red,right,0.5,right,congruent,,,,,6,5,41,3,,,,,,,,,,,,,213.93723809998482,214.7528515001759,,,,,,,215.46902810013853,,215.71882429998368,,,,,,,215.00274380017072,215.00274380017072,right,1,0.4336220999248326,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.71882429998368,215.71882429998368,space,8.910110800061375,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
red,right,0.5,right,congruent,,,,,,,,,0,0,0,3,,,,,,,,,224.66149910003878,225.4603288001381,,,,,,,226.29318520007655,,226.54311130009592,225.4603288001381,225.71007500006817,,,,,225.71007500006817,225.71007500006817,right,1,0.5587204000912607,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
blue,right,0.5,left,incongruent,,,,,,,,,0,1,1,1,,,,,,,,,226.54311130009592,227.3585812000092,,,,,,,228.3078548000194,,228.55754519999027,,,,,,,227.60858080000617,227.60858080000617,left,1,0.6680247997865081,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
blue,right,0.5,left,incongruent,,,,,,,,,0,2,2,1,,,,,,,,,228.55754519999027,229.35716540017165,,,,,,,230.1230091000907,,230.37262090016156,229.35716540017165,229.60668120021,,,,,229.60668120021,229.60668120021,left,1,0.485801599919796,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
blue,right,0.5,left,incongruent,,,,,,,,,0,3,3,1,,,,,,,,,230.37262090016156,231.17199010006152,,,,,,,231.9047155000735,,232.15454720007256,231.17199010006152,231.4217408001423,,,,,231.4217408001423,231.4217408001423,left,1,0.45478689996525645,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
blue,right,0.5,left,incongruent,,,,,,,,,0,4,4,1,,,,,,,,,232.15454720007256,232.97047180007212,,,,,,,233.7032813001424,,233.95330750010908,,,,,,,233.2202892000787,233.2202892000787,left,1,0.4658122998662293,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
blue,left,-0.5,left,congruent,,,,,,,,,0,5,5,0,,,,,,,,,233.95330750010908,234.76885100011714,,,,,,,235.501569500193,,235.75126140005887,,,,,,,235.0186177000869,235.0186177000869,left,1,0.45085220015607774,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
blue,center,0.0,left,neutral,,,,,,,,,1,0,6,2,,,,,,,,,235.75126140005887,236.5507019001525,,,,,,,237.20012450008653,,237.4497029001359,236.5507019001525,236.8005332001485,,,,,236.8005332001485,236.8005332001485,left,1,0.379301100037992,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
blue,center,0.0,left,neutral,,,,,,,,,1,1,7,2,,,,,,,,,237.4497029001359,238.24901730008423,,,,,,,238.89841959998012,,239.14839280000888,238.24901730008423,238.49893240001984,,,,,238.49893240001984,238.49893240001984,left,1,0.36891949991695583,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
red,right,0.5,right,congruent,,,,,,,,,1,2,8,3,,,,,,,,,239.14839280000888,239.96422550012358,,,,,,,240.86346800019965,,241.1133483001031,,,,,,,240.21398620004766,240.21398620004766,right,1,0.6223824999760836,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
red,center,0.0,right,neutral,,,,,,,,,1,3,9,5,,,,,,,,,241.1133483001031,241.92933390010148,,,,,,,242.71199400001206,,242.96162580000237,,,,,,,242.17912260000594,242.17912260000594,right,1,0.5131588999647647,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
red,left,-0.5,right,incongruent,,,,,,,,,1,4,10,4,,,,,,,,,242.96162580000237,243.76126970001496,,,,,,,244.61039380007423,,244.86008440004662,243.76126970001496,244.0110214999877,,,,,244.0110214999877,244.0110214999877,right,1,0.5773642999120057,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
red,center,0.0,right,neutral,,,,,,,,,1,5,11,5,,,,,,,,,244.86008440004662,245.65925430017523,,,,,,,246.27543890010566,,246.52535580005497,245.65925430017523,245.90911280014552,,,,,245.90911280014552,245.90911280014552,right,1,0.34329720004461706,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
red,left,-0.5,right,incongruent,,,,,,,,,2,0,12,4,,,,,,,,,246.52535580005497,247.32469160016626,,,,,,,248.07370730000548,,248.3237745000515,247.32469160016626,247.57448050007224,,,,,247.57448050007224,247.57448050007224,right,1,0.470212500076741,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
blue,left,-0.5,left,congruent,,,,,,,,,2,1,13,0,,,,,,,,,248.3237745000515,249.13972820015624,,,,,,,250.05578390019946,,250.30526930000633,,,,,,,249.3894546001684,249.3894546001684,left,1,0.6388542999047786,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
blue,left,-0.5,left,congruent,,,,,,,,,2,2,14,0,,,,,,,,,250.30526930000633,251.12118210014887,,,,,,,251.83732580021024,,252.08694850001484,,,,,,,251.37114390009083,251.37114390009083,left,1,0.43355129985138774,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
blue,center,0.0,left,neutral,,,,,,,,,2,3,15,2,,,,,,,,,252.08694850001484,252.8862819999922,,,,,,,253.61901680007577,,253.86891110008582,252.8862819999922,253.13617730000988,,,,,253.13617730000988,253.13617730000988,left,1,0.45238110003992915,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
red,left,-0.5,right,incongruent,,,,,,,,,2,4,16,4,,,,,,,,,253.86891110008582,254.6691542000044,,,,,,,255.40095779998228,,255.65061080013402,254.6691542000044,254.9181755001191,,,,,254.9181755001191,254.9181755001191,right,1,0.4538791000377387,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
blue,left,-0.5,left,congruent,,,,,,,,,2,5,17,0,,,,,,,,,255.65061080013402,256.45002360013314,,,,,,,257.5658050000202,,257.8153386001941,256.45002360013314,256.6996129001491,,,,,256.6996129001491,256.6996129001491,left,1,0.8335914998315275,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
blue,center,0.0,left,neutral,,,,,,,,,3,0,18,2,,,,,,,,,257.8153386001941,258.6145317000337,,,,,,,259.3141042999923,,259.5639474000782,258.6145317000337,258.8646148000844,,,,,258.8646148000844,258.8646148000844,left,1,0.4284959000069648,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
red,left,-0.5,right,incongruent,,,,,,,,,3,1,19,4,,,,,,,,,259.5639474000782,260.3632428001147,,,,,,,261.0293900000397,,261.27910120016895,260.3632428001147,260.61294900020584,,,,,260.61294900020584,260.61294900020584,right,1,0.39239219995215535,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
red,right,0.5,right,congruent,,,,,,,,,3,2,20,3,,,,,,,,,261.27910120016895,262.07846930017695,,,,,,,262.92745460011065,,263.1773854000494,262.07846930017695,262.3282932001166,,,,,262.3282932001166,262.3282932001166,left,0,0.5727226999588311,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
blue,left,-0.5,left,congruent,,,,,,,,,3,3,21,0,,,,,,,,,263.1773854000494,263.97660180018283,,,,,,,264.67630950012244,,264.9259194000624,263.97660180018283,264.2264332000632,,,,,264.2264332000632,264.2264332000632,right,0,0.41762310010381043,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
blue,center,0.0,left,neutral,,,,,,,,,3,4,22,2,,,,,,,,,264.9259194000624,265.7253837999888,,,,,,,266.4246141000185,,266.67442460008897,265.7253837999888,265.9748047001194,,,,,265.9748047001194,265.9748047001194,right,0,0.429602799937129,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
blue,center,0.0,left,neutral,,,,,,,,,3,5,23,2,,,,,,,,,266.67442460008897,267.47382790013216,,,,,,,268.48935180017725,,268.73918440006673,267.47382790013216,267.7237080000341,,,,,267.7237080000341,267.7237080000341,right,0,0.7450034997891635,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
blue,center,0.0,left,neutral,,,,,,,,,4,0,24,2,,,,,,,,,268.73918440006673,269.5388825000264,,,,,,,270.20441080001183,,270.45446899998933,269.5388825000264,269.7882515001111,,,,,269.7882515001111,269.7882515001111,left,1,0.39263819996267557,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
blue,right,0.5,left,incongruent,,,,,,,,,4,1,25,1,,,,,,,,,270.45446899998933,271.25384460017085,,,,,,,271.9528299001977,,272.20293959998526,271.25384460017085,271.50332560017705,,,,,271.50332560017705,271.50332560017705,left,1,0.42928160005249083,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
red,center,0.0,right,neutral,,,,,,,,,4,2,26,5,,,,,,,,,272.20293959998526,273.00228920020163,,,,,,,273.7849314000923,,274.0345397000201,273.00228920020163,273.25186170008965,,,,,273.25186170008965,273.25186170008965,right,1,0.5051977999974042,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
red,right,0.5,right,congruent,,,,,,,,,4,3,27,3,,,,,,,,,274.0345397000201,274.83385569998063,,,,,,,275.6166893001646,,275.86632410017774,274.83385569998063,275.08375240000896,,,,,275.08375240000896,275.08375240000896,right,1,0.5123594000469893,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
red,right,0.5,right,congruent,,,,,,,,,4,4,28,3,,,,,,,,,275.86632410017774,276.66551459999755,,,,,,,277.28183910017833,,277.5318123002071,276.66551459999755,276.9152938001789,,,,,276.9152938001789,276.9152938001789,right,1,0.34576050005853176,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
red,center,0.0,right,neutral,,,,,,,,,4,5,29,5,,,,,,,,,277.5318123002071,278.3475525001995,,,,,,,278.9804734000936,,279.22995920013636,,,,,,,278.5975540999789,278.5975540999789,right,1,0.35094849998131394,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
red,left,-0.5,right,incongruent,,,,,,,,,5,0,30,4,,,,,,,,,279.22995920013636,280.029709600145,,,,,,,280.8619605000131,,281.1118257001508,280.029709600145,280.27895290008746,,,,,280.27895290008746,280.27895290008746,right,1,0.5659052000846714,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
red,left,-0.5,right,incongruent,,,,,,,,,5,1,31,4,,,,,,,,,281.1118257001508,281.91145180002786,,,,,,,282.627222500043,,282.87682570004836,281.91145180002786,282.16072150017135,,,,,282.16072150017135,282.16072150017135,right,1,0.43619819986633956,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
red,center,0.0,right,neutral,,,,,,,,,5,2,32,5,,,,,,,,,282.87682570004836,283.67621940001845,,,,,,,284.3924724000972,,284.642139100004,283.67621940001845,283.92615530011244,,,,,283.92615530011244,283.92615530011244,right,1,0.4389760000631213,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
blue,left,-0.5,left,congruent,,,,,,,,,5,3,33,0,,,,,,,,,284.642139100004,285.4416422001086,,,,,,,286.2073228000663,,286.4582897000946,285.4416422001086,285.6912161000073,,,,,285.6912161000073,285.6912161000073,left,1,0.48988269991241395,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
blue,left,-0.5,left,congruent,,,,,,,,,5,4,34,0,,,,,,,,,286.4582897000946,287.27284110011533,,,,,,,287.98893620003946,,288.2386404001154,,,,,,,287.5229956000112,287.5229956000112,left,1,0.449401400052011,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
blue,right,0.5,left,incongruent,,,,,,,,,5,5,35,1,,,,,,,,,288.2386404001154,289.0379939000122,,,,,,,289.98762060003355,,290.2370836001355,289.0379939000122,289.28784640016966,,,,,289.28784640016966,289.28784640016966,left,1,0.6776344999670982,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
red,center,0.0,right,neutral,,,,,,,,,6,0,36,5,,,,,,,,,290.2370836001355,291.05299840006046,,,,,,,291.7690573001746,,292.01962510007434,,,,,,,291.30288069997914,291.30288069997914,right,1,0.4376436001621187,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
red,center,0.0,right,neutral,,,,,,,,,6,1,37,5,,,,,,,,,292.01962510007434,292.83492170018144,,,,,,,293.7506572001148,,294.0005677000154,,,,,,,293.08461740007624,293.08461740007624,right,1,0.6410350000951439,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
red,right,0.5,right,congruent,,,,,,,,,6,2,38,3,,,,,,,,,294.0005677000154,294.8000521999784,,,,,,,295.5493171000853,,295.79868550016545,294.8000521999784,295.05013270000927,,,,,295.05013270000927,295.05013270000927,right,1,0.47373989992775023,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
red,right,0.5,right,congruent,,,,,,,,,6,3,39,3,,,,,,,,,295.79868550016545,296.59824500000104,,,,,,,297.26439080014825,,297.5141832001973,296.59824500000104,296.84814620018005,,,,,296.84814620018005,296.84814620018005,right,1,0.39678370021283627,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
blue,right,0.5,left,incongruent,,,,,,,,,6,4,40,1,,,,,,,,,297.5141832001973,298.32998340018094,,,,,,,299.0461490000598,,299.29588500014506,,,,,,,298.57979390001856,298.57979390001856,left,1,0.44125379994511604,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
red,left,-0.5,right,incongruent,,,,,,,,,6,5,41,4,,,,,,,,,299.29588500014506,300.09520049998537,,,,,,,300.92764630005695,,301.1776465000585,300.09520049998537,300.3449526000768,,,,,300.3449526000768,300.3449526000768,right,1,0.5555511999409646,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.1776465000585,301.1776465000585,space,47.41039940016344,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
red,center,0.0,right,neutral,,,,,,,,,,,,,0,0,0,5,,,,,348.61971100000665,349.41888850019313,,,,,,,350.6843775000889,,,349.41888850019313,349.6684958001133,,,,,349.6684958001133,349.6684958001133,None,0,,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
red,right,0.5,right,congruent,,,,,,,,,,,,,0,1,1,3,,,,,350.93423010013066,351.7334811000619,,,,,,,352.4995081999805,,352.7493744001258,,,,,,,351.9833057001233,351.9833057001233,right,1,0.4848162999842316,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
blue,right,0.5,left,incongruent,,,,,,,,,,,,,0,2,2,1,,,,,352.7493744001258,353.5652151000686,,,,,,,354.3643245000858,,354.6143027001526,,,,,,,353.814942000201,353.814942000201,left,1,0.5174088999629021,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
blue,left,-0.5,left,congruent,,,,,,,,,,,,,0,3,3,0,,,,,354.6143027001526,355.41369250020944,,,,,,,356.129859500099,,356.37942980020307,355.41369250020944,355.6633068001829,,,,,355.6633068001829,355.6633068001829,left,1,0.43695879983715713,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
red,left,-0.5,right,incongruent,,,,,,,,,,,,,0,4,4,4,,,,,356.37942980020307,357.1785289000254,,,,,,,357.8951787999831,,358.1446081001777,357.1785289000254,357.42841220018454,,,,,357.42841220018454,357.42841220018454,right,1,0.44879109994508326,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
blue,right,0.5,left,incongruent,,,,,,,,,,,,,0,5,5,1,,,,,358.1446081001777,358.94383090012707,,,,,,,359.6598929001484,,359.9096021000296,358.94383090012707,359.1938696000725,,,,,359.1938696000725,359.1938696000725,right,0,0.44312800001353025,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
red,center,0.0,right,neutral,,,,,,,,,,,,,1,0,6,5,,,,,359.9096021000296,360.7090796001721,,,,,,,361.458263900131,,361.7081484000664,360.7090796001721,360.95879380009137,,,,,360.95879380009137,360.95879380009137,right,1,0.4772830998990685,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
blue,right,0.5,left,incongruent,,,,,,,,,,,,,1,1,7,1,,,,,361.7081484000664,362.5074769000057,,,,,,,363.5567289001774,,363.80627190019004,362.5074769000057,362.7570015999954,,,,,362.7570015999954,362.7570015999954,left,1,0.768004999961704,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
blue,left,-0.5,left,congruent,,,,,,,,,,,,,1,2,8,0,,,,,363.80627190019004,364.6055378001183,,,,,,,365.27179910009727,,365.52141360007226,364.6055378001183,364.85528010013513,,,,,364.85528010013513,364.85528010013513,left,1,0.397126599913463,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
blue,center,0.0,left,neutral,,,,,,,,,,,,,1,3,9,2,,,,,365.52141360007226,366.3207164001651,,,,,,,367.0200438001193,,367.26999890012667,366.3207164001651,366.57044520019554,,,,,366.57044520019554,366.57044520019554,left,1,0.42530840006656945,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
blue,center,0.0,left,neutral,,,,,,,,,,,,,1,4,10,2,,,,,367.26999890012667,368.06927100010216,,,,,,,368.80180030013435,,369.0517706000246,368.06927100010216,368.3191522001289,,,,,368.3191522001289,368.3191522001289,left,1,0.4537732000462711,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
red,right,0.5,right,congruent,,,,,,,,,,,,,1,5,11,3,,,,,369.0517706000246,369.85108220018446,,,,,,,370.567084700102,,370.81672670016997,369.85108220018446,370.1008111999836,,,,,370.1008111999836,370.1008111999836,right,1,0.4394831999670714,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
red,center,0.0,right,neutral,,,,,,,,,,,,,2,0,12,5,,,,,370.81672670016997,371.61621790006757,,,,,,,372.3987449000124,,372.64857940003276,371.61621790006757,371.8657361001242,,,,,371.8657361001242,371.8657361001242,right,1,0.5160467000678182,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
blue,left,-0.5,left,congruent,,,,,,,,,,,,,2,1,13,0,,,,,372.64857940003276,373.44770020013675,,,,,,,374.2469923000317,,374.49705770006403,373.44770020013675,373.6974393001292,,,,,373.6974393001292,373.6974393001292,left,1,0.523453600006178,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
blue,right,0.5,left,incongruent,,,,,,,,,,,,,2,2,14,1,,,,,374.49705770006403,375.2960704001598,,,,,,,376.07879320019856,,376.32892750017345,375.2960704001598,375.54592430009507,,,,,375.54592430009507,375.54592430009507,right,0,0.51572209992446,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
red,left,-0.5,right,incongruent,,,,,,,,,,,,,2,3,15,4,,,,,376.32892750017345,377.1444500000216,,,,,,,378.27702700020745,,378.52677390002646,,,,,,,377.3943010000512,377.3943010000512,right,1,0.865939499810338,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
blue,left,-0.5,left,congruent,,,,,,,,,,,,,2,4,16,0,,,,,378.52677390002646,379.3262177000288,,,,,,,380.27572590019554,,380.52548440010287,379.3262177000288,379.57589700003155,,,,,379.57589700003155,379.57589700003155,left,1,0.6685470999218524,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
red,right,0.5,right,congruent,,,,,,,,,,,,,2,5,17,3,,,,,380.52548440010287,381.3409335000906,,,,,,,382.07357960008085,,382.323333500186,,,,,,,381.59088760009035,381.59088760009035,right,1,0.4620640000794083,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
red,right,0.5,right,congruent,,,,,,,,,,,,,3,0,18,3,,,,,382.323333500186,383.12292670016177,,,,,,,383.8553458000533,,384.10536850010976,383.12292670016177,383.37246540002525,,,,,383.37246540002525,383.37246540002525,right,1,0.4637116000521928,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
blue,center,0.0,left,neutral,,,,,,,,,,,,,3,1,19,2,,,,,384.10536850010976,384.90454380004667,,,,,,,385.63726350013167,,385.8867990002036,384.90454380004667,385.15428720018826,,,,,385.15428720018826,385.15428720018826,left,1,0.45058550010435283,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
red,center,0.0,right,neutral,,,,,,,,,,,,,3,2,20,5,,,,,385.8867990002036,386.68638060009107,,,,,,,387.45220639999025,,387.70195490005426,386.68638060009107,386.93616720009595,,,,,386.93616720009595,386.93616720009595,right,1,0.4914557000156492,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
red,left,-0.5,right,incongruent,,,,,,,,,,,,,3,3,21,4,,,,,387.70195490005426,388.5017474000342,,,,,,,389.2842577002011,,389.5348102999851,388.5017474000342,388.7510006001685,,,,,388.7510006001685,388.7510006001685,left,0,0.5101501999888569,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
blue,center,0.0,left,neutral,,,,,,,,,,,,,3,4,22,2,,,,,389.5348102999851,390.3496503001079,,,,,,,391.3821965001989,,391.63198680011556,,,,,,,390.59945890004747,390.59945890004747,left,1,0.7648178001400083,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
red,center,0.0,right,neutral,,,,,,,,,,,,,3,5,23,5,,,,,391.63198680011556,392.4320456001442,,,,,,,393.26381490007043,,393.5136305000633,392.4320456001442,,,,,,392.6977536000777,392.6977536000777,right,1,0.5471059000119567,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
blue,right,0.5,left,incongruent,,,,,,,,,,,,,4,0,24,1,,,,,393.5136305000633,394.3130589001812,,,,,,,395.3457005000673,,395.59521590010263,394.3130589001812,394.5629610000178,,,,,394.5629610000178,394.5629610000178,left,1,0.7536095001269132,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
blue,center,0.0,left,neutral,,,,,,,,,,,,,4,1,25,2,,,,,395.59521590010263,396.39434850006364,,,,,,,397.1604903000407,,397.4104042002,396.39434850006364,396.6444324001204,,,,,396.6444324001204,396.6444324001204,left,1,0.48781069996766746,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
red,left,-0.5,right,incongruent,,,,,,,,,,,,,4,2,26,4,,,,,397.4104042002,398.22634230018593,,,,,,,399.09205310000107,,399.34178170002997,,,,,,,398.47607650002465,398.47607650002465,right,1,0.5839123001787812,,,,,,,,,2,001,n,2024-05-28_18h35.12.585,simon,2022.2.5,59.75104123833747,
